loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
6200,60 months,7.65,124.68,A,4 years,RENT,67900,Not Verified,major_purchase,14.35,0,741,50.2,Fully Paid
10300,36 months,15.76,360.9,D,7 years,MORTGAGE,53700,Not Verified,debt_consolidation,13.96,0,682,45.0,Fully Paid
8500,36 months,14.73,293.53,C,3 years,RENT,64700,Verified,debt_consolidation,11.48,3,702,66.9,Fully Paid
24500,36 months,7.2,758.73,A,10+ years,OWN,89500,Source Verified,debt_consolidation,16.22,1,761,52.8,Fully Paid
24300,36 months,8.9,771.6,B,5 years,RENT,40000,Not Verified,credit_card,23.45,0,723,71.0,Fully Paid
14600,36 months,19.02,535.33,E,10+ years,RENT,273100,Source Verified,major_purchase,5.91,0,669,79.2,Charged Off
7700,36 months,17.51,276.48,D,9 years,RENT,62000,Not Verified,debt_consolidation,11.6,0,686,36.7,Fully Paid
16400,36 months,11.41,540.1,B,3 years,RENT,79000,Source Verified,debt_consolidation,18.94,0,708,17.3,Fully Paid
10100,36 months,14.5,347.65,C,3 years,MORTGAGE,66600,Not Verified,debt_consolidation,16.63,0,682,17.1,Fully Paid
5000,36 months,22.48,192.2,F,6 years,MORTGAGE,87500,Source Verified,medical,12.74,0,668,57.1,Fully Paid
4500,36 months,11.49,148.37,B,10+ years,RENT,226100,Not Verified,debt_consolidation,23.17,0,706,56.3,Charged Off
5900,36 months,13.33,199.73,C,3 years,RENT,49600,Verified,debt_consolidation,18.45,0,697,21.8,Fully Paid
11600,36 months,9.84,373.43,B,10+ years,RENT,35900,Verified,medical,32.88,0,709,49.4,Charged Off
40000,36 months,16.06,1407.47,D,9 years,RENT,47700,Source Verified,debt_consolidation,17.16,1,693,78.8,Fully Paid
10800,36 months,9.37,345.3,B,7 years,MORTGAGE,38300,Not Verified,small_business,6.61,0,722,42.2,Fully Paid
12900,60 months,14.96,306.62,C,1 year,RENT,74100,Not Verified,credit_card,39.1,0,692,29.3,Fully Paid
13800,60 months,6.64,270.92,A,6 years,OWN,77800,Source Verified,credit_card,11.39,0,757,22.0,Fully Paid
15000,60 months,11.67,331.17,B,8 years,OWN,97300,Source Verified,credit_card,19.11,1,724,58.3,Fully Paid
10700,36 months,12.2,356.42,B,4 years,MORTGAGE,49100,Not Verified,credit_card,2.28,0,714,61.3,Fully Paid
5500,36 months,10.55,178.89,B,6 years,OWN,86000,Verified,debt_consolidation,31.13,0,716,33.8,Fully Paid
32300,36 months,10.68,1052.57,B,3 years,MORTGAGE,40100,Not Verified,debt_consolidation,9.83,2,731,70.3,Fully Paid
5400,36 months,14.46,185.77,C,7 years,MORTGAGE,62500,Verified,other,19.59,1,692,98.1,Fully Paid
17200,36 months,10.59,559.77,C,9 years,MORTGAGE,70900,Not Verified,debt_consolidation,15.92,0,703,79.6,Fully Paid
19800,60 months,14.98,470.83,C,10+ years,MORTGAGE,34400,Not Verified,credit_card,22.12,0,695,12.3,Charged Off
5800,60 months,17.84,146.78,D,10+ years,MORTGAGE,70000,Source Verified,debt_consolidation,15.03,0,679,17.3,Charged Off
16900,36 months,12.78,567.64,C,10+ years,OWN,108600,Not Verified,debt_consolidation,18.4,1,702,31.4,Charged Off
9900,36 months,12.23,329.91,C,2 years,OWN,55000,Not Verified,credit_card,14.02,0,698,36.0,Fully Paid
13100,36 months,15.0,454.12,C,7 years,RENT,48900,Source Verified,credit_card,23.02,0,721,76.6,Fully Paid
5200,60 months,12.67,117.44,B,10+ years,RENT,91200,Verified,debt_consolidation,7.39,0,700,63.0,Fully Paid
25200,60 months,10.48,541.4,B,1 year,RENT,36800,Not Verified,debt_consolidation,22.82,0,702,90.0,Fully Paid
7500,36 months,12.71,251.66,C,10+ years,MORTGAGE,187200,Source Verified,home_improvement,12.9,0,699,42.6,Fully Paid
18900,60 months,14.41,443.8,C,2 years,MORTGAGE,109000,Not Verified,debt_consolidation,31.21,0,693,17.5,Fully Paid
14500,60 months,10.53,311.88,B,10+ years,MORTGAGE,105700,Not Verified,credit_card,20.25,0,726,22.4,Fully Paid
9000,36 months,10.26,291.5,B,10+ years,RENT,122200,Source Verified,credit_card,22.26,0,715,40.2,Fully Paid
8700,60 months,7.59,174.7,A,2 years,RENT,93000,Source Verified,major_purchase,45.01,0,751,47.6,Charged Off
6500,60 months,10.6,140.03,B,9 years,MORTGAGE,97100,Not Verified,home_improvement,35.8,0,742,20.4,Fully Paid
18400,36 months,6.57,564.53,A,7 years,MORTGAGE,33600,Not Verified,credit_card,10.18,0,747,30.6,Fully Paid
20900,36 months,18.79,763.89,D,5 years,RENT,63700,Verified,debt_consolidation,16.88,0,676,35.8,Charged Off
11500,36 months,8.85,364.89,A,6 years,RENT,68700,Not Verified,debt_consolidation,17.69,1,757,59.2,Fully Paid
14200,36 months,10.99,464.82,B,10+ years,MORTGAGE,206000,Not Verified,debt_consolidation,18.98,0,736,59.4,Fully Paid
7700,60 months,12.13,171.79,B,< 1 year,OWN,75100,Verified,debt_consolidation,14.45,0,720,49.1,Fully Paid
9300,36 months,12.72,312.1,C,4 years,OWN,61700,Source Verified,debt_consolidation,9.96,1,728,24.6,Fully Paid
10900,60 months,6.58,213.68,A,3 years,MORTGAGE,98200,Source Verified,debt_consolidation,14.23,0,749,73.9,Fully Paid
5500,60 months,6.5,107.61,A,3 years,MORTGAGE,24300,Verified,car,34.26,0,742,71.2,Fully Paid
20200,36 months,26.62,820.56,G,10+ years,MORTGAGE,50900,Verified,debt_consolidation,30.46,0,655,75.2,Fully Paid
14500,60 months,17.61,365.14,D,,RENT,33500,Source Verified,debt_consolidation,24.19,0,694,39.5,Fully Paid
16600,36 months,10.47,539.31,B,1 year,MORTGAGE,77300,Not Verified,other,26.68,0,735,,Fully Paid
11400,60 months,10.04,242.44,B,8 years,OWN,96100,Not Verified,debt_consolidation,20.0,0,713,41.6,Charged Off
9100,36 months,14.83,314.7,C,7 years,MORTGAGE,21700,Source Verified,debt_consolidation,38.04,1,706,61.9,Fully Paid
16400,60 months,14.75,388.01,C,10+ years,RENT,148500,Verified,small_business,19.5,0,700,50.3,Fully Paid
33900,36 months,7.69,1057.46,A,4 years,MORTGAGE,82100,Verified,home_improvement,13.3,1,748,75.0,Charged Off
10200,36 months,15.35,355.34,C,10+ years,RENT,156300,Source Verified,credit_card,30.7,0,687,55.9,Charged Off
12600,36 months,18.17,456.6,D,10+ years,MORTGAGE,30300,Not Verified,home_improvement,18.39,2,707,26.0,Charged Off
21100,36 months,12.11,701.93,C,10+ years,OWN,46500,Not Verified,debt_consolidation,32.65,1,698,90.8,Fully Paid
15700,36 months,13.53,533.01,C,1 year,MORTGAGE,130600,Not Verified,debt_consolidation,8.08,0,676,19.0,Fully Paid
9500,36 months,13.94,324.41,C,5 years,RENT,99600,Not Verified,car,23.86,0,686,53.7,Charged Off
17300,36 months,7.5,538.14,A,3 years,MORTGAGE,77400,Source Verified,debt_consolidation,23.88,0,748,36.4,Fully Paid
11600,60 months,12.23,259.39,B,10+ years,RENT,70700,Verified,debt_consolidation,17.51,2,712,50.2,Fully Paid
32400,36 months,12.87,1089.66,C,3 years,MORTGAGE,154300,Not Verified,credit_card,4.68,0,696,57.8,Fully Paid
5200,36 months,5.47,156.95,A,10+ years,MORTGAGE,131000,Source Verified,debt_consolidation,23.47,0,739,33.3,Charged Off
40000,60 months,17.11,996.47,D,10+ years,MORTGAGE,65000,Verified,debt_consolidation,27.41,1,688,61.7,Charged Off
24000,60 months,9.75,506.98,B,10+ years,MORTGAGE,42100,Not Verified,home_improvement,30.16,0,725,30.5,Charged Off
14200,36 months,18.46,516.65,E,10+ years,OWN,67800,Source Verified,debt_consolidation,15.01,0,654,68.7,Fully Paid
6400,36 months,12.9,215.33,C,5 years,RENT,46200,Source Verified,other,15.15,0,718,25.7,Fully Paid
8800,36 months,11.74,291.19,C,10+ years,RENT,83200,Verified,debt_consolidation,24.38,0,729,37.8,Fully Paid
13400,36 months,15.96,470.84,D,9 years,MORTGAGE,48400,Source Verified,car,10.79,0,715,31.5,Fully Paid
5100,36 months,10.72,166.29,B,10+ years,MORTGAGE,58300,Not Verified,debt_consolidation,21.61,0,722,58.9,Fully Paid
11800,36 months,11.67,390.07,C,10+ years,MORTGAGE,89700,Verified,car,16.31,1,696,70.8,Fully Paid
7900,60 months,10.01,167.89,B,5 years,MORTGAGE,42500,Not Verified,credit_card,7.01,1,716,7.7,Fully Paid
7000,36 months,7.68,218.32,A,,MORTGAGE,47300,Source Verified,debt_consolidation,32.43,0,712,27.4,Fully Paid
28400,36 months,7.44,882.63,A,10+ years,MORTGAGE,96500,Verified,debt_consolidation,12.74,0,728,57.8,Fully Paid
40000,36 months,12.01,1328.76,B,10+ years,RENT,24000,Not Verified,debt_consolidation,6.97,0,735,68.6,Fully Paid
13300,36 months,12.29,443.59,C,7 years,MORTGAGE,77000,Verified,medical,3.8,0,701,32.6,Fully Paid
11100,60 months,20.87,299.48,E,10+ years,MORTGAGE,47200,Source Verified,debt_consolidation,22.0,2,679,51.5,Charged Off
13000,36 months,20.2,484.45,E,6 years,RENT,45200,Source Verified,credit_card,27.53,0,658,30.6,Fully Paid
17800,36 months,11.48,586.8,C,10+ years,RENT,67100,Not Verified,other,14.13,0,705,34.5,Fully Paid
5800,60 months,14.59,136.74,C,2 years,RENT,68200,Not Verified,debt_consolidation,14.23,0,716,81.4,Fully Paid
7200,36 months,9.48,230.57,B,2 years,MORTGAGE,49000,Verified,debt_consolidation,10.98,0,713,40.4,Fully Paid
5400,36 months,10.71,176.05,B,< 1 year,OWN,191100,Source Verified,credit_card,12.06,1,707,43.1,Fully Paid
11700,36 months,15.36,407.65,D,2 years,OWN,70100,Not Verified,home_improvement,7.8,0,691,65.1,Fully Paid
7500,36 months,6.36,229.39,A,10+ years,MORTGAGE,35600,Not Verified,debt_consolidation,6.53,0,764,38.3,Fully Paid
12200,60 months,13.06,277.96,C,5 years,MORTGAGE,143800,Not Verified,debt_consolidation,41.87,0,701,46.9,Charged Off
24700,36 months,13.73,840.95,D,3 years,MORTGAGE,68100,Source Verified,major_purchase,19.83,0,683,70.9,Fully Paid
14700,36 months,13.85,501.34,C,4 years,RENT,160300,Not Verified,other,13.74,0,703,24.6,Fully Paid
17300,36 months,12.74,580.74,B,10+ years,MORTGAGE,59400,Source Verified,debt_consolidation,26.26,1,710,49.8,Charged Off
5500,36 months,13.47,186.56,C,2 years,MORTGAGE,42700,Source Verified,major_purchase,21.34,0,696,42.7,Fully Paid
11400,36 months,13.76,388.3,C,10+ years,MORTGAGE,29500,Not Verified,debt_consolidation,33.17,0,707,38.7,Fully Paid
13100,36 months,15.05,454.44,D,1 year,MORTGAGE,90600,Source Verified,major_purchase,28.86,0,685,63.0,Charged Off
13700,60 months,22.56,382.75,F,5 years,MORTGAGE,68700,Not Verified,debt_consolidation,33.75,0,647,23.3,Fully Paid
9800,36 months,9.33,313.14,B,10+ years,MORTGAGE,39400,Not Verified,debt_consolidation,16.62,1,717,47.7,Fully Paid
8500,36 months,6.65,261.1,A,5 years,OWN,93900,Source Verified,debt_consolidation,50.0,0,730,70.4,Charged Off
16500,36 months,10.91,539.49,B,10+ years,RENT,45000,Not Verified,debt_consolidation,13.72,1,720,55.1,Fully Paid
11200,36 months,13.04,377.59,C,9 years,RENT,41500,Not Verified,debt_consolidation,5.53,0,699,53.6,Fully Paid
20800,36 months,14.16,712.51,C,1 year,RENT,39500,Verified,credit_card,15.94,0,675,85.8,Fully Paid
7900,60 months,7.47,158.19,A,4 years,OWN,61200,Verified,debt_consolidation,17.05,2,749,48.2,Fully Paid
7300,36 months,8.76,231.32,B,1 year,RENT,94500,Source Verified,debt_consolidation,8.5,0,733,47.2,Charged Off
19500,60 months,7.61,391.76,A,3 years,MORTGAGE,76300,Not Verified,debt_consolidation,8.61,1,747,52.9,Fully Paid
23900,36 months,10.19,773.32,B,10+ years,MORTGAGE,101100,Source Verified,debt_consolidation,14.81,0,710,6.9,Fully Paid
40000,36 months,14.75,1381.72,D,4 years,MORTGAGE,214000,Not Verified,debt_consolidation,15.89,0,689,50.9,Fully Paid
6000,36 months,9.18,191.3,B,2 years,MORTGAGE,69300,Not Verified,debt_consolidation,17.58,0,715,54.5,Fully Paid
20100,36 months,10.45,652.83,B,6 years,RENT,59000,Source Verified,debt_consolidation,26.2,0,729,32.9,Fully Paid
12100,60 months,16.14,295.15,C,2 years,MORTGAGE,38300,Not Verified,credit_card,17.67,2,707,,Fully Paid
13000,60 months,8.5,266.71,A,1 year,MORTGAGE,42800,Source Verified,debt_consolidation,18.59,0,748,34.1,Fully Paid
12600,36 months,8.14,395.65,A,3 years,MORTGAGE,39400,Not Verified,debt_consolidation,12.64,0,766,37.8,Fully Paid
10800,36 months,6.59,331.45,A,,RENT,85900,Not Verified,debt_consolidation,34.16,0,755,49.5,Charged Off
7800,36 months,5.83,236.69,A,8 years,MORTGAGE,50200,Verified,debt_consolidation,14.65,0,768,38.3,Fully Paid
16200,60 months,6.83,319.48,A,6 years,RENT,17000,Not Verified,debt_consolidation,13.7,1,751,28.7,Fully Paid
13400,36 months,21.3,506.91,E,5 years,MORTGAGE,94500,Verified,debt_consolidation,29.56,1,691,32.8,Charged Off
8600,36 months,15.9,301.93,D,2 years,MORTGAGE,159800,Verified,debt_consolidation,18.31,0,687,59.0,Fully Paid
13700,60 months,10.41,293.86,B,4 years,RENT,130700,Not Verified,debt_consolidation,11.77,1,720,51.2,Fully Paid
37600,36 months,13.48,1275.6,C,2 years,OWN,128500,Not Verified,debt_consolidation,39.26,1,709,89.4,Fully Paid
13800,36 months,17.62,496.28,D,10+ years,RENT,70500,Not Verified,debt_consolidation,16.3,0,681,73.6,Charged Off
8500,60 months,13.25,194.49,C,10+ years,MORTGAGE,64100,Source Verified,debt_consolidation,13.46,0,688,77.1,Fully Paid
11800,36 months,16.03,415.03,D,6 years,RENT,135400,Source Verified,debt_consolidation,33.28,0,691,46.4,Fully Paid
22800,36 months,12.19,759.36,B,1 year,RENT,54200,Not Verified,major_purchase,9.25,1,706,67.8,Fully Paid
8300,36 months,16.5,293.86,D,2 years,MORTGAGE,102500,Not Verified,debt_consolidation,13.6,0,701,75.1,Fully Paid
13200,60 months,17.05,328.41,D,1 year,OWN,37900,Not Verified,home_improvement,48.47,0,691,13.8,Fully Paid
9400,36 months,13.19,317.58,C,,MORTGAGE,78400,Verified,small_business,15.64,0,720,54.2,Fully Paid
24900,60 months,14.06,580.15,C,6 years,MORTGAGE,127000,Not Verified,debt_consolidation,12.92,0,683,62.0,Fully Paid
6100,36 months,11.0,199.71,B,7 years,RENT,78200,Not Verified,major_purchase,35.65,1,707,29.1,Charged Off
6200,36 months,16.9,220.74,D,8 years,RENT,34300,Source Verified,debt_consolidation,33.75,1,696,54.2,Charged Off
25600,36 months,12.29,853.84,C,3 years,RENT,90900,Source Verified,home_improvement,9.55,0,696,56.0,Fully Paid
9300,36 months,9.74,298.95,B,9 years,MORTGAGE,129800,Not Verified,debt_consolidation,15.71,0,717,62.6,Fully Paid
6400,36 months,14.06,218.92,C,3 years,MORTGAGE,49300,Verified,debt_consolidation,20.26,1,700,36.9,Fully Paid
4800,36 months,28.22,199.12,F,10+ years,RENT,47900,Source Verified,debt_consolidation,17.99,0,675,33.7,Fully Paid
25500,36 months,11.3,838.46,B,10+ years,OTHER,36800,Source Verified,credit_card,20.82,0,709,55.0,Fully Paid
6000,60 months,7.86,121.26,A,10+ years,OWN,108500,Source Verified,debt_consolidation,24.46,0,734,76.5,Fully Paid
26600,36 months,6.44,814.54,A,,RENT,75300,Not Verified,small_business,9.1,0,753,76.8,Fully Paid
5600,36 months,17.94,202.28,D,< 1 year,RENT,76600,Not Verified,credit_card,22.88,1,682,87.7,Fully Paid
12000,36 months,10.8,391.73,B,9 years,MORTGAGE,46500,Verified,credit_card,15.78,1,705,75.0,Fully Paid
18000,36 months,9.99,580.72,B,8 years,MORTGAGE,81400,Verified,credit_card,28.64,0,719,52.9,Fully Paid
9900,36 months,7.44,307.68,A,2 years,RENT,27100,Verified,debt_consolidation,11.51,0,736,62.5,Fully Paid
8400,36 months,17.88,303.17,D,< 1 year,RENT,40500,Not Verified,debt_consolidation,29.06,1,691,32.6,Fully Paid
9300,60 months,12.76,210.46,C,8 years,MORTGAGE,126000,Verified,debt_consolidation,5.07,0,692,49.0,Fully Paid
16800,36 months,11.84,556.72,B,9 years,RENT,58400,Not Verified,car,21.18,0,737,19.1,Fully Paid
13900,36 months,7.27,430.91,A,5 years,RENT,55100,Source Verified,debt_consolidation,8.12,0,761,67.8,Fully Paid
16400,36 months,13.13,553.61,C,2 years,MORTGAGE,76800,Verified,credit_card,5.5,0,712,38.9,Fully Paid
22200,60 months,8.02,450.35,A,1 year,RENT,57200,Source Verified,credit_card,23.79,0,736,52.8,Fully Paid
17300,36 months,18.35,628.48,D,10+ years,MORTGAGE,40300,Source Verified,credit_card,11.71,0,677,28.0,Fully Paid
40000,36 months,20.93,1505.57,E,10+ years,RENT,90600,Verified,debt_consolidation,24.56,0,667,58.2,Charged Off
9600,36 months,6.12,292.57,A,10+ years,RENT,72700,Not Verified,debt_consolidation,15.11,1,742,17.5,Fully Paid
22000,36 months,10.34,713.4,B,6 years,MORTGAGE,43800,Verified,credit_card,11.84,0,715,24.3,Fully Paid
6400,36 months,7.2,198.2,A,8 years,MORTGAGE,58100,Verified,debt_consolidation,19.22,0,759,38.9,Fully Paid
18200,60 months,17.03,452.61,D,2 years,MORTGAGE,23700,Verified,other,26.87,0,687,49.4,Charged Off
4500,36 months,16.06,158.34,D,10+ years,MORTGAGE,44000,Source Verified,debt_consolidation,8.72,0,670,20.0,Fully Paid
7000,60 months,8.23,142.71,A,< 1 year,RENT,40000,Source Verified,debt_consolidation,8.8,2,752,64.5,Fully Paid
8300,60 months,7.2,165.13,A,3 years,OWN,80700,Verified,home_improvement,22.44,0,732,49.5,Fully Paid
18900,36 months,10.52,614.47,B,10+ years,RENT,103800,Not Verified,debt_consolidation,15.87,1,721,74.4,Fully Paid
18000,36 months,18.37,654.09,E,10+ years,MORTGAGE,22200,Not Verified,debt_consolidation,21.93,2,665,37.4,Charged Off
15500,60 months,13.75,358.65,C,< 1 year,MORTGAGE,132600,Not Verified,debt_consolidation,17.73,0,690,74.7,Charged Off
15500,36 months,28.04,641.47,G,7 years,RENT,69400,Source Verified,debt_consolidation,14.38,0,643,74.6,Charged Off
12800,36 months,18.46,465.71,E,10+ years,RENT,33100,Source Verified,small_business,35.75,1,662,28.2,Charged Off
39400,60 months,11.63,869.08,B,10+ years,MORTGAGE,59600,Verified,home_improvement,13.57,0,712,33.4,Fully Paid
5900,36 months,6.84,181.74,A,7 years,MORTGAGE,66900,Verified,car,25.46,0,751,36.3,Fully Paid
16900,60 months,19.65,444.46,E,10+ years,MORTGAGE,36800,Source Verified,other,13.31,0,683,90.1,Fully Paid
10200,60 months,18.8,263.47,D,10+ years,MORTGAGE,28900,Not Verified,debt_consolidation,16.79,0,692,83.9,Fully Paid
2400,60 months,12.25,53.69,C,2 years,RENT,75600,Source Verified,credit_card,21.0,1,722,49.3,Fully Paid
19300,60 months,10.57,415.5,B,10+ years,MORTGAGE,57300,Verified,debt_consolidation,8.76,0,715,40.7,Fully Paid
6600,36 months,12.56,220.98,D,10+ years,RENT,130600,Not Verified,debt_consolidation,25.34,0,688,15.1,Charged Off
22500,60 months,12.96,511.48,C,7 years,MORTGAGE,68500,Source Verified,debt_consolidation,14.71,1,709,56.0,Charged Off
6400,60 months,11.71,141.43,C,5 years,RENT,36300,Source Verified,credit_card,20.35,1,698,49.8,Charged Off
40000,36 months,11.72,1323.23,B,10+ years,MORTGAGE,38500,Not Verified,credit_card,16.51,1,731,69.2,Fully Paid
28200,36 months,19.8,1045.14,E,9 years,MORTGAGE,141900,Not Verified,debt_consolidation,13.81,0,666,80.2,Fully Paid
7400,36 months,6.35,226.3,A,10+ years,MORTGAGE,45400,Verified,credit_card,7.61,0,740,71.4,Fully Paid
10300,36 months,8.67,325.96,A,,RENT,91200,Source Verified,debt_consolidation,24.12,0,744,57.5,Fully Paid
10800,36 months,11.43,355.78,C,10+ years,RENT,59800,Not Verified,debt_consolidation,26.31,0,696,64.2,Fully Paid
16400,36 months,9.66,526.57,B,3 years,MORTGAGE,102900,Not Verified,small_business,34.51,0,717,85.9,Charged Off
12200,36 months,23.31,474.23,E,10+ years,MORTGAGE,57400,Not Verified,debt_consolidation,32.17,1,691,39.4,Charged Off
17900,36 months,8.37,563.98,A,3 years,MORTGAGE,79800,Verified,debt_consolidation,12.89,1,745,47.5,Fully Paid
11000,60 months,11.93,244.3,B,2 years,MORTGAGE,77800,Not Verified,debt_consolidation,13.77,0,695,93.5,Fully Paid
18300,60 months,10.5,393.34,B,10+ years,MORTGAGE,318800,Not Verified,credit_card,21.77,1,732,69.4,Charged Off
15600,36 months,17.99,563.9,D,3 years,MORTGAGE,198200,Verified,credit_card,26.62,1,689,24.0,Charged Off
14200,60 months,5.21,269.34,A,10+ years,OTHER,125400,Verified,credit_card,24.3,1,733,48.4,Fully Paid
12000,36 months,15.69,420.05,C,7 years,OWN,145200,Source Verified,credit_card,21.08,0,690,74.4,Charged Off
11400,36 months,16.67,404.57,D,9 years,RENT,74300,Source Verified,debt_consolidation,23.18,1,657,45.8,Fully Paid
15100,36 months,12.06,501.97,B,8 years,MORTGAGE,46300,Not Verified,debt_consolidation,17.59,2,715,29.7,Fully Paid
10000,36 months,7.15,309.46,A,< 1 year,RENT,117600,Not Verified,credit_card,23.24,0,746,30.5,Fully Paid
18800,60 months,24.39,545.1,F,10+ years,MORTGAGE,147800,Source Verified,debt_consolidation,14.47,0,664,54.9,Charged Off
17500,60 months,16.56,430.79,D,10+ years,MORTGAGE,167600,Verified,home_improvement,16.81,0,685,46.8,Fully Paid
13800,36 months,11.78,456.91,B,2 years,RENT,40900,Not Verified,debt_consolidation,10.56,0,703,45.5,Fully Paid
3400,36 months,7.17,105.25,A,10+ years,MORTGAGE,42500,Not Verified,home_improvement,17.25,1,726,89.5,Fully Paid
8800,60 months,12.88,199.69,C,10+ years,OWN,99400,Verified,debt_consolidation,20.49,0,677,40.2,Charged Off
8800,60 months,6.69,172.97,A,2 years,RENT,122200,Source Verified,debt_consolidation,7.04,0,735,9.1,Fully Paid
15000,36 months,7.6,467.28,A,4 years,OWN,80400,Not Verified,debt_consolidation,4.27,1,733,53.6,Fully Paid
31600,36 months,16.68,1121.6,D,,MORTGAGE,130800,Source Verified,debt_consolidation,29.14,0,685,55.2,Fully Paid
4400,60 months,11.45,96.66,C,4 years,RENT,170400,Not Verified,debt_consolidation,22.55,0,690,64.9,Charged Off
11300,36 months,10.53,367.44,B,4 years,RENT,155500,Verified,credit_card,20.5,1,716,53.1,Fully Paid
25200,36 months,12.8,846.66,C,5 years,RENT,45700,Verified,debt_consolidation,12.6,0,678,29.0,Charged Off
8800,36 months,16.66,312.26,D,10+ years,MORTGAGE,59400,Source Verified,debt_consolidation,19.32,0,690,55.1,Fully Paid
13900,36 months,13.11,469.08,C,5 years,RENT,42400,Verified,debt_consolidation,19.19,2,686,52.0,Charged Off
7800,36 months,22.49,299.87,E,10+ years,MORTGAGE,73800,Verified,debt_consolidation,26.53,0,669,34.1,Fully Paid
13600,36 months,8.08,426.68,A,2 years,MORTGAGE,22600,Source Verified,debt_consolidation,16.71,0,747,47.5,Fully Paid
14100,36 months,12.29,470.28,C,10+ years,OWN,97100,Source Verified,debt_consolidation,17.77,1,715,42.6,Fully Paid
8200,36 months,10.88,267.99,B,8 years,RENT,49500,Source Verified,debt_consolidation,13.55,0,706,22.6,Fully Paid
23300,36 months,9.79,749.53,B,10+ years,RENT,66500,Source Verified,small_business,23.5,0,717,38.0,Fully Paid
9700,36 months,23.5,378.02,F,10+ years,RENT,35200,Not Verified,debt_consolidation,8.09,1,653,75.3,Charged Off
13500,60 months,13.6,311.33,C,< 1 year,MORTGAGE,59600,Source Verified,debt_consolidation,8.21,0,694,36.5,Fully Paid
7700,60 months,14.24,180.13,C,< 1 year,MORTGAGE,89400,Verified,home_improvement,11.85,0,669,27.0,Fully Paid
14400,60 months,11.34,315.54,B,7 years,RENT,30000,Verified,debt_consolidation,7.21,0,715,12.5,Fully Paid
14200,36 months,13.75,483.6,C,2 years,MORTGAGE,86200,Verified,home_improvement,11.64,0,700,65.1,Fully Paid
13000,60 months,12.68,293.66,C,7 years,RENT,35800,Verified,debt_consolidation,32.22,0,707,,Fully Paid
12200,36 months,22.74,470.61,F,10+ years,RENT,56100,Source Verified,debt_consolidation,29.66,0,659,48.4,Fully Paid
8100,36 months,11.64,267.65,C,10+ years,MORTGAGE,58400,Verified,debt_consolidation,4.8,0,713,27.2,Fully Paid
10000,36 months,12.65,335.26,C,10+ years,RENT,97300,Not Verified,credit_card,17.56,1,696,77.4,Fully Paid
9600,36 months,12.42,320.79,C,10+ years,OWN,109400,Verified,debt_consolidation,34.89,0,704,51.3,Fully Paid
5700,36 months,14.66,196.64,C,10+ years,MORTGAGE,87000,Verified,major_purchase,34.33,0,708,34.6,Fully Paid
11500,60 months,23.16,325.25,E,10+ years,RENT,39500,Not Verified,debt_consolidation,8.64,0,690,41.3,Fully Paid
5000,36 months,9.16,159.37,B,,MORTGAGE,139000,Not Verified,small_business,21.37,0,721,46.2,Fully Paid
9700,36 months,12.26,323.38,B,5 years,MORTGAGE,35900,Verified,debt_consolidation,14.97,0,712,28.5,Fully Paid
5900,36 months,10.93,192.96,B,10+ years,MORTGAGE,54000,Verified,credit_card,20.91,0,704,27.0,Charged Off
37200,36 months,5.85,1129.17,A,10+ years,RENT,83600,Source Verified,credit_card,22.25,0,736,60.7,Fully Paid
5800,60 months,5.83,111.67,A,2 years,RENT,73900,Not Verified,debt_consolidation,44.49,0,749,43.3,Fully Paid
6900,36 months,12.81,231.86,C,,MORTGAGE,57500,Not Verified,debt_consolidation,17.97,1,687,51.3,Charged Off
19900,36 months,20.98,749.53,E,1 year,MORTGAGE,29100,Verified,debt_consolidation,10.55,0,654,11.9,Fully Paid
8900,60 months,12.48,200.14,C,3 years,MORTGAGE,60900,Source Verified,debt_consolidation,7.62,2,698,26.8,Fully Paid
9400,60 months,10.53,202.18,B,,RENT,53400,Source Verified,debt_consolidation,4.4,0,710,49.6,Fully Paid
23400,36 months,11.11,767.31,B,3 years,RENT,203300,Not Verified,debt_consolidation,18.43,1,714,46.4,Fully Paid
14500,36 months,10.75,473.0,B,10+ years,RENT,51900,Source Verified,debt_consolidation,34.32,0,711,90.4,Fully Paid
16700,60 months,9.39,349.83,B,10+ years,OWN,43800,Verified,major_purchase,28.63,2,698,41.2,Fully Paid
14500,36 months,8.42,457.19,A,9 years,RENT,27200,Verified,debt_consolidation,31.96,0,723,47.6,Fully Paid
9700,36 months,6.94,299.24,A,10+ years,MORTGAGE,24900,Source Verified,debt_consolidation,26.58,0,747,24.6,Fully Paid
11600,60 months,9.9,245.9,B,10+ years,RENT,68000,Not Verified,other,16.21,0,714,42.4,Fully Paid
9400,36 months,7.4,291.97,A,3 years,MORTGAGE,47600,Verified,debt_consolidation,12.46,0,745,63.6,Fully Paid
6100,60 months,10.38,130.75,B,10+ years,RENT,42600,Verified,credit_card,13.25,0,724,59.6,Fully Paid
26900,60 months,15.17,642.35,C,8 years,MORTGAGE,60000,Verified,debt_consolidation,16.35,0,714,10.0,Fully Paid
5400,36 months,13.89,184.27,C,10+ years,MORTGAGE,102000,Source Verified,credit_card,17.47,1,693,60.5,Fully Paid
5000,36 months,8.02,156.73,B,10+ years,MORTGAGE,121600,Verified,debt_consolidation,10.17,1,711,65.9,Fully Paid
