request_id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
REQ-00797,12300,36 months,13.27,401.35,B,6 years,OWN,86090.0,Verified,debt_consolidation,11.96,1,731,76.33,Fully Paid,2026-04-06 10:00:00
REQ-00798,11600,36 months,11.52,374.41,B,< 1 year,MORTGAGE,17531.0,Verified,debt_consolidation,7.85,0,716,40.9,Fully Paid,2026-03-23 01:00:00
REQ-00799,12400,36 months,10.48,388.46,A,,MORTGAGE,81073.0,Verified,debt_consolidation,20.75,0,740,80.33,Fully Paid,2026-04-06 09:00:00
REQ-00800,1900,36 months,11.06,62.26,B,7 years,MORTGAGE,52900.0,Not Verified,debt_consolidation,12.32,0,722,57.9,Fully Paid,2026-03-08 11:00:00
REQ-00801,8300,36 months,10.38,263.47,A,10+ years,MORTGAGE,38156.0,Source Verified,credit_card,26.82,1,742,33.6,Fully Paid,2026-03-27 01:00:00
REQ-00802,20000,60 months,8.89,385.63,A,7 years,RENT,57225.0,Verified,debt_consolidation,20.9,0,751,61.4,Fully Paid,2026-04-18 15:00:00
REQ-00803,17500,36 months,15.34,563.36,C,10+ years,MORTGAGE,59431.0,Source Verified,major_purchase,21.16,0,705,97.43,Charged Off,2026-05-18 03:00:00
REQ-00804,16800,60 months,18.55,395.71,E,7 years,MORTGAGE,34667.0,Source Verified,car,11.92,0,656,88.93,Charged Off,2026-04-27 03:00:00
REQ-00805,9900,36 months,13.02,312.61,C,9 years,MORTGAGE,17712.0,Source Verified,credit_card,16.53,0,717,93.0,Charged Off,2026-05-09 22:00:00
REQ-00806,15000,36 months,15.63,502.74,C,3 years,RENT,103775.0,Source Verified,credit_card,25.99,0,687,77.7,Charged Off,2026-04-13 17:00:00
REQ-00807,13000,60 months,25.54,381.87,F,10+ years,RENT,37796.0,Source Verified,debt_consolidation,34.16,1,667,36.07,Fully Paid,2026-03-10 02:00:00
REQ-00808,40000,36 months,17.2,1390.53,D,4 years,MORTGAGE,31258.0,Verified,debt_consolidation,14.22,0,667,17.57,Fully Paid,2026-04-02 15:00:00
REQ-00809,14000,60 months,15.16,295.12,B,2 years,OWN,58969.0,Verified,debt_consolidation,13.99,0,729,62.03,Fully Paid,2026-05-22 05:00:00
REQ-00810,20700,36 months,13.6,703.46,C,10+ years,MORTGAGE,41500.0,Not Verified,debt_consolidation,10.31,1,705,54.1,Fully Paid,2026-03-03 14:00:00
REQ-00811,10400,36 months,19.39,357.42,D,10+ years,RENT,45758.0,Not Verified,major_purchase,17.25,0,697,91.87,Charged Off,2026-05-14 02:00:00
REQ-00812,17300,36 months,12.76,548.21,B,4 years,MORTGAGE,29750.0,Not Verified,debt_consolidation,20.46,0,721,62.93,Fully Paid,2026-05-01 17:00:00
REQ-00813,12000,36 months,13.49,398.51,C,10+ years,RENT,83906.0,Not Verified,debt_consolidation,9.52,1,714,53.0,Charged Off,2026-03-26 02:00:00
REQ-00814,7600,36 months,22.5,274.76,D,10+ years,MORTGAGE,26731.0,Not Verified,credit_card,17.33,2,680,72.8,Fully Paid,2026-05-06 16:00:00
REQ-00815,12200,36 months,16.47,402.13,C,10+ years,MORTGAGE,68321.0,Source Verified,debt_consolidation,21.96,0,722,19.27,Fully Paid,2026-05-11 12:00:00
REQ-00816,40000,60 months,14.29,936.75,C,10+ years,MORTGAGE,214900.0,Verified,credit_card,17.23,0,721,,Charged Off,2026-03-05 03:00:00
REQ-00817,10900,60 months,13.53,248.18,C,9 years,MORTGAGE,105260.0,Verified,debt_consolidation,14.24,0,706,60.27,Fully Paid,2026-03-14 14:00:00
REQ-00818,4100,60 months,14.24,88.61,B,1 year,MORTGAGE,29810.0,Verified,debt_consolidation,10.49,1,707,89.47,Fully Paid,2026-04-24 09:00:00
REQ-00819,6800,36 months,30.14,269.07,F,8 years,RENT,90573.0,Not Verified,home_improvement,10.66,0,667,103.23,Charged Off,2026-05-24 06:00:00
REQ-00820,13700,36 months,17.3,490.49,D,10+ years,OWN,32900.0,Source Verified,debt_consolidation,15.57,0,675,37.8,Fully Paid,2026-03-02 21:00:00
REQ-00821,38800,36 months,10.62,1200.16,A,7 years,MORTGAGE,67565.0,Not Verified,credit_card,8.84,0,737,43.27,Fully Paid,2026-04-20 01:00:00
REQ-00822,11900,36 months,10.81,385.71,B,6 years,RENT,85971.0,Verified,debt_consolidation,26.73,0,719,48.67,Fully Paid,2026-03-12 20:00:00
REQ-00823,13900,36 months,20.9,498.34,E,7 years,OWN,54581.0,Not Verified,debt_consolidation,5.81,0,684,86.87,Charged Off,2026-04-21 06:00:00
REQ-00824,6500,36 months,15.08,214.59,B,3 years,RENT,44502.0,Source Verified,small_business,24.75,0,713,52.47,Fully Paid,2026-04-24 03:00:00
REQ-00825,22200,36 months,5.93,669.65,A,10+ years,RENT,95469.0,Not Verified,debt_consolidation,17.6,0,744,59.87,Fully Paid,2026-03-15 07:00:00
REQ-00826,11500,36 months,17.48,390.14,D,8 years,RENT,133833.0,Not Verified,credit_card,17.85,0,709,86.43,Fully Paid,2026-04-29 08:00:00
REQ-00827,29300,36 months,12.48,911.14,B,10+ years,RENT,32300.0,Not Verified,credit_card,7.48,1,735,74.97,Fully Paid,2026-05-14 20:00:00
REQ-00828,21400,36 months,20.34,745.41,C,10+ years,MORTGAGE,104975.0,Verified,debt_consolidation,12.48,0,704,47.77,Fully Paid,2026-05-15 18:00:00
REQ-00829,13000,36 months,14.0,444.31,C,3 years,MORTGAGE,54200.0,Verified,medical,18.14,1,703,67.9,Charged Off,2026-03-03 01:00:00
REQ-00830,10900,36 months,14.58,370.32,C,7 years,RENT,29325.0,Not Verified,debt_consolidation,26.81,0,725,59.83,Fully Paid,2026-03-22 06:00:00
REQ-00831,18000,36 months,29.6,750.39,G,9 years,MORTGAGE,71588.0,Source Verified,debt_consolidation,12.77,0,655,78.53,Charged Off,2026-03-17 10:00:00
REQ-00832,6500,36 months,19.76,232.58,D,< 1 year,RENT,60200.0,Verified,debt_consolidation,15.05,0,676,21.53,Fully Paid,2026-04-11 15:00:00
REQ-00833,12200,60 months,13.1,275.1,C,1 year,RENT,89104.0,Verified,debt_consolidation,16.78,0,699,45.27,Fully Paid,2026-03-13 14:00:00
REQ-00834,10600,36 months,17.33,353.74,C,3 years,MORTGAGE,108142.0,Source Verified,credit_card,4.1,0,722,30.97,Fully Paid,2026-05-11 23:00:00
REQ-00835,11200,36 months,11.51,345.87,A,2 years,OWN,149094.0,Source Verified,home_improvement,13.53,0,741,73.6,Fully Paid,2026-05-09 01:00:00
REQ-00836,17900,60 months,27.16,501.12,E,9 years,RENT,46231.0,Verified,debt_consolidation,24.01,0,668,84.4,Fully Paid,2026-05-05 09:00:00
REQ-00837,12400,36 months,15.89,429.18,D,2 years,MORTGAGE,72258.0,Verified,debt_consolidation,14.02,0,708,55.33,Fully Paid,2026-03-20 04:00:00
REQ-00838,7000,60 months,14.15,163.42,C,10+ years,RENT,24800.0,Source Verified,debt_consolidation,14.3,1,707,47.9,Fully Paid,2026-03-08 17:00:00
REQ-00839,16300,36 months,15.09,526.64,C,7 years,RENT,76000.0,Not Verified,small_business,14.83,0,710,53.47,Fully Paid,2026-05-17 16:00:00
REQ-00840,17800,36 months,12.63,583.85,B,2 years,OTHER,166031.0,Verified,debt_consolidation,15.7,0,713,86.6,Fully Paid,2026-03-29 02:00:00
REQ-00841,25500,36 months,10.77,790.52,A,6 years,RENT,80804.0,Not Verified,debt_consolidation,25.42,0,742,67.57,Fully Paid,2026-04-23 11:00:00
REQ-00842,10800,36 months,22.01,385.1,D,2 years,MORTGAGE,80196.0,Source Verified,other,5.92,1,671,87.47,Fully Paid,2026-05-14 22:00:00
REQ-00843,12800,60 months,15.42,307.34,C,5 years,MORTGAGE,59400.0,Source Verified,debt_consolidation,23.98,0,701,40.5,Fully Paid,2026-03-04 02:00:00
REQ-00844,9500,36 months,21.76,361.63,E,3 years,MORTGAGE,35800.0,Verified,debt_consolidation,16.16,1,648,50.9,Fully Paid,2026-03-08 10:00:00
REQ-00845,13200,60 months,22.11,365.4,E,6 years,MORTGAGE,144300.0,Source Verified,small_business,11.69,0,675,79.7,Charged Off,2026-03-05 08:00:00
REQ-00846,12200,60 months,17.23,301.43,D,1 year,OWN,65408.0,Not Verified,debt_consolidation,33.63,0,673,36.87,Charged Off,2026-03-14 09:00:00
REQ-00847,10100,36 months,16.97,359.94,D,5 years,MORTGAGE,65200.0,Source Verified,credit_card,12.1,0,683,80.0,Charged Off,2026-03-04 12:00:00
REQ-00848,9000,36 months,18.43,307.29,D,9 years,MORTGAGE,51350.0,Source Verified,debt_consolidation,13.34,1,702,48.3,Fully Paid,2026-05-09 04:00:00
REQ-00849,9700,36 months,20.55,346.07,E,10+ years,OWN,28956.0,Source Verified,debt_consolidation,9.42,1,692,52.37,Fully Paid,2026-04-21 13:00:00
REQ-00850,12500,36 months,24.1,455.68,F,10+ years,RENT,44940.0,Not Verified,debt_consolidation,7.14,1,680,83.13,Fully Paid,2026-05-23 03:00:00
REQ-00851,30500,36 months,11.14,936.74,B,10+ years,RENT,122769.0,Not Verified,credit_card,24.39,0,740,21.4,Fully Paid,2026-05-04 07:00:00
REQ-00852,11800,36 months,19.61,403.93,D,10+ years,RENT,80860.0,Not Verified,credit_card,20.93,0,717,96.33,Fully Paid,2026-05-18 17:00:00
REQ-00853,20300,36 months,19.95,743.6,E,4 years,RENT,31529.0,Not Verified,major_purchase,13.98,1,679,48.83,Fully Paid,2026-03-18 11:00:00
REQ-00854,11200,36 months,12.75,368.0,B,4 years,MORTGAGE,62625.0,Not Verified,debt_consolidation,16.68,1,722,40.4,Fully Paid,2026-03-26 08:00:00
REQ-00855,10200,60 months,23.11,259.62,E,10+ years,RENT,82096.0,Source Verified,debt_consolidation,17.08,2,661,58.57,Fully Paid,2026-05-15 23:00:00
REQ-00856,14200,36 months,10.89,457.46,B,10+ years,MORTGAGE,123338.0,Not Verified,debt_consolidation,25.19,1,724,41.33,Fully Paid,2026-03-18 12:00:00
REQ-00857,34500,36 months,24.24,1357.88,F,< 1 year,MORTGAGE,43100.0,Not Verified,debt_consolidation,23.72,0,671,33.3,Fully Paid,2026-03-02 03:00:00
REQ-00858,14000,60 months,17.94,325.32,C,7 years,RENT,51000.0,Verified,debt_consolidation,8.43,0,706,79.43,Fully Paid,2026-04-29 06:00:00
REQ-00859,7500,60 months,15.93,164.68,C,10+ years,RENT,38269.0,Source Verified,other,27.06,1,729,51.7,Fully Paid,2026-05-07 01:00:00
REQ-00860,17000,36 months,20.83,592.06,D,8 years,RENT,80475.0,Verified,debt_consolidation,23.85,0,695,47.83,Charged Off,2026-05-21 19:00:00
REQ-00861,4800,36 months,15.96,155.92,C,10+ years,MORTGAGE,124644.0,Verified,small_business,14.99,1,730,75.73,Charged Off,2026-05-22 12:00:00
REQ-00862,38100,36 months,24.75,1499.78,F,8 years,MORTGAGE,170865.0,Source Verified,debt_consolidation,29.25,0,658,71.77,Charged Off,2026-03-10 17:00:00
REQ-00863,14800,36 months,11.28,455.49,B,5 years,RENT,130325.0,Not Verified,credit_card,11.95,1,736,64.4,Fully Paid,2026-05-08 06:00:00
REQ-00864,21100,36 months,20.11,732.58,C,10+ years,MORTGAGE,95950.0,Source Verified,credit_card,16.5,0,676,94.87,Charged Off,2026-05-15 10:00:00
REQ-00865,7100,36 months,22.48,258.39,E,10+ years,MORTGAGE,52833.0,Source Verified,major_purchase,21.12,0,684,71.53,Charged Off,2026-05-02 10:00:00
REQ-00866,8200,36 months,14.68,265.28,B,10+ years,MORTGAGE,70769.0,Not Verified,major_purchase,7.97,0,724,56.0,Fully Paid,2026-05-07 15:00:00
REQ-00867,23200,36 months,17.63,777.57,D,1 year,MORTGAGE,26125.0,Verified,credit_card,14.01,0,674,67.27,Fully Paid,2026-05-16 16:00:00
REQ-00868,8200,60 months,19.07,201.9,D,10+ years,MORTGAGE,95138.0,Not Verified,debt_consolidation,19.31,1,688,36.63,Fully Paid,2026-04-07 13:00:00
REQ-00869,15900,60 months,10.53,341.99,B,4 years,RENT,88900.0,Source Verified,debt_consolidation,13.16,0,719,51.6,Fully Paid,2026-03-06 23:00:00
REQ-00870,36500,36 months,16.87,1254.05,C,5 years,RENT,40044.0,Verified,debt_consolidation,10.03,0,702,42.53,Fully Paid,2026-04-06 07:00:00
REQ-00871,8800,60 months,20.99,233.1,F,< 1 year,MORTGAGE,81938.0,Not Verified,debt_consolidation,5.62,0,643,39.23,Fully Paid,2026-03-16 17:00:00
REQ-00872,11100,36 months,26.32,446.16,G,10+ years,RENT,42104.0,Not Verified,debt_consolidation,18.29,1,668,49.97,Charged Off,2026-03-15 01:00:00
REQ-00873,7500,60 months,16.06,180.64,D,3 years,RENT,42496.0,Verified,credit_card,18.22,1,689,,Fully Paid,2026-03-12 07:00:00
REQ-00874,17500,36 months,23.25,643.69,E,10+ years,RENT,22917.0,Verified,other,35.37,0,652,40.33,Charged Off,2026-05-01 08:00:00
REQ-00875,40000,36 months,21.68,1459.78,D,10+ years,MORTGAGE,72362.0,Verified,debt_consolidation,11.98,0,680,66.4,Fully Paid,2026-04-17 05:00:00
REQ-00876,40000,36 months,19.67,1419.55,E,6 years,MORTGAGE,56700.0,Not Verified,debt_consolidation,14.23,0,697,58.6,Fully Paid,2026-04-17 20:00:00
REQ-00877,14600,36 months,25.56,554.26,E,10+ years,MORTGAGE,29000.0,Source Verified,credit_card,19.19,0,681,54.33,Charged Off,2026-04-28 17:00:00
REQ-00878,14100,60 months,20.54,354.53,E,,MORTGAGE,79012.0,Verified,debt_consolidation,10.7,1,684,57.0,Fully Paid,2026-04-14 05:00:00
REQ-00879,21700,36 months,13.27,697.86,B,10+ years,RENT,56033.0,Verified,debt_consolidation,17.35,2,719,50.47,Fully Paid,2026-04-20 07:00:00
REQ-00880,10200,36 months,5.76,306.9,A,10+ years,MORTGAGE,166360.0,Verified,debt_consolidation,21.6,0,741,63.27,Fully Paid,2026-03-15 01:00:00
REQ-00881,16500,36 months,15.58,536.91,B,10+ years,MORTGAGE,55100.0,Source Verified,credit_card,31.03,2,723,,Charged Off,2026-05-12 13:00:00
REQ-00882,8800,60 months,16.03,202.62,C,4 years,OWN,50077.0,Not Verified,other,7.76,0,698,67.23,Fully Paid,2026-04-10 00:00:00
REQ-00883,8100,36 months,6.06,244.81,A,10+ years,OWN,84698.0,Source Verified,debt_consolidation,9.35,0,739,76.17,Fully Paid,2026-03-12 04:00:00
REQ-00884,13800,36 months,15.49,451.73,B,2 years,MORTGAGE,110744.0,Not Verified,debt_consolidation,10.28,0,706,35.3,Fully Paid,2026-05-05 03:00:00
REQ-00885,10100,60 months,12.87,209.02,B,6 years,MORTGAGE,27083.0,Source Verified,credit_card,10.96,1,761,95.53,Fully Paid,2026-04-29 21:00:00
REQ-00886,3200,60 months,12.08,71.31,B,10+ years,OTHER,62800.0,Not Verified,debt_consolidation,9.65,0,699,12.3,Fully Paid,2026-03-02 13:00:00
REQ-00887,7700,60 months,25.05,221.74,E,3 years,RENT,128512.0,Not Verified,debt_consolidation,13.0,0,655,80.73,Fully Paid,2026-03-17 05:00:00
REQ-00888,20700,60 months,29.16,659.07,F,10+ years,RENT,19700.0,Not Verified,debt_consolidation,26.64,0,663,73.3,Charged Off,2026-03-02 23:00:00
REQ-00889,11800,36 months,17.61,415.49,D,9 years,MORTGAGE,87000.0,Not Verified,other,19.1,0,676,34.3,Fully Paid,2026-03-28 18:00:00
REQ-00890,16500,60 months,13.48,375.26,C,3 years,RENT,44944.0,Verified,small_business,21.46,0,687,27.67,Fully Paid,2026-03-12 23:00:00
REQ-00891,9900,36 months,15.38,325.9,B,9 years,RENT,62833.0,Not Verified,car,30.57,1,734,59.13,Charged Off,2026-05-03 11:00:00
REQ-00892,16700,60 months,13.57,359.53,B,2 years,RENT,16100.0,Not Verified,debt_consolidation,8.19,0,714,98.3,Fully Paid,2026-04-16 01:00:00
REQ-00893,8000,36 months,17.2,264.57,B,7 years,MORTGAGE,72921.0,Source Verified,debt_consolidation,32.94,0,730,50.93,Fully Paid,2026-05-19 09:00:00
REQ-00894,17800,60 months,11.93,360.32,A,3 years,MORTGAGE,73417.0,Verified,debt_consolidation,8.24,0,738,41.33,Fully Paid,2026-05-01 06:00:00
REQ-00895,12700,36 months,10.16,390.17,A,3 years,MORTGAGE,27419.0,Verified,car,9.24,0,740,87.17,Fully Paid,2026-04-26 12:00:00
REQ-00896,9300,36 months,11.83,295.0,B,5 years,RENT,28525.0,Not Verified,debt_consolidation,12.26,0,706,83.9,Fully Paid,2026-04-16 17:00:00
REQ-00897,15800,36 months,7.5,491.48,A,10+ years,RENT,71000.0,Source Verified,credit_card,45.95,0,723,29.1,Fully Paid,2026-03-02 03:00:00
REQ-00898,18100,60 months,15.17,432.21,D,10+ years,MORTGAGE,39700.0,Source Verified,debt_consolidation,8.24,0,686,43.4,Fully Paid,2026-03-04 03:00:00
REQ-00899,15500,60 months,18.92,372.17,E,3 years,RENT,14692.0,Not Verified,other,21.58,1,689,84.57,Charged Off,2026-04-26 11:00:00
REQ-00900,12800,36 months,12.9,430.67,B,,MORTGAGE,88300.0,Source Verified,debt_consolidation,17.16,0,715,35.7,Fully Paid,2026-03-05 15:00:00
REQ-00901,10900,60 months,20.21,290.06,E,10+ years,MORTGAGE,25600.0,Source Verified,debt_consolidation,5.34,1,644,64.6,Fully Paid,2026-03-08 15:00:00
REQ-00902,6700,36 months,10.87,215.78,B,10+ years,OWN,79638.0,Verified,debt_consolidation,16.91,0,698,29.73,Fully Paid,2026-03-19 13:00:00
REQ-00903,21900,36 months,17.74,735.16,C,10+ years,RENT,97692.0,Verified,major_purchase,4.91,0,694,56.07,Fully Paid,2026-05-11 02:00:00
REQ-00904,4800,36 months,9.18,147.51,A,8 years,MORTGAGE,131419.0,Verified,debt_consolidation,24.05,1,758,95.23,Fully Paid,2026-04-12 02:00:00
REQ-00905,8700,36 months,19.49,303.68,D,4 years,MORTGAGE,58000.0,Verified,debt_consolidation,11.18,0,682,78.13,Charged Off,2026-05-02 08:00:00
REQ-00906,4600,36 months,8.29,140.55,A,7 years,RENT,47025.0,Source Verified,debt_consolidation,6.8,0,745,75.87,Fully Paid,2026-04-04 00:00:00
REQ-00907,40000,36 months,13.15,1331.44,C,3 years,RENT,83279.0,Not Verified,debt_consolidation,20.06,0,704,50.43,Fully Paid,2026-03-22 18:00:00
REQ-00908,8000,36 months,9.01,247.05,A,< 1 year,RENT,48767.0,Source Verified,debt_consolidation,37.88,0,748,35.77,Fully Paid,2026-03-31 08:00:00
REQ-00909,12100,36 months,12.02,399.12,B,10+ years,MORTGAGE,179383.0,Not Verified,credit_card,19.89,0,717,95.47,Fully Paid,2026-03-15 08:00:00
REQ-00910,8400,36 months,18.51,287.13,C,10+ years,RENT,93519.0,Not Verified,credit_card,11.46,1,679,89.4,Fully Paid,2026-05-05 15:00:00
REQ-00911,19700,36 months,15.72,680.21,D,10+ years,MORTGAGE,102254.0,Not Verified,debt_consolidation,20.92,0,698,66.13,Fully Paid,2026-03-22 19:00:00
REQ-00912,24200,60 months,12.97,525.8,B,8 years,RENT,53442.0,Verified,credit_card,21.11,0,718,91.97,Fully Paid,2026-03-31 08:00:00
REQ-00913,14300,36 months,19.44,488.32,D,10+ years,OTHER,78779.0,Verified,debt_consolidation,10.57,0,706,43.83,Fully Paid,2026-05-21 20:00:00
REQ-00914,11300,60 months,16.71,258.33,C,10+ years,MORTGAGE,46210.0,Not Verified,debt_consolidation,18.33,1,692,50.17,Charged Off,2026-04-25 12:00:00
REQ-00915,9100,36 months,12.91,295.39,B,2 years,MORTGAGE,39417.0,Source Verified,debt_consolidation,26.78,0,719,58.53,Fully Paid,2026-04-06 13:00:00
REQ-00916,27300,36 months,14.88,905.19,C,4 years,MORTGAGE,110950.0,Verified,credit_card,18.96,0,726,33.8,Fully Paid,2026-04-13 11:00:00
REQ-00917,15400,36 months,20.47,541.19,D,10+ years,MORTGAGE,54112.0,Verified,debt_consolidation,25.42,0,679,91.9,Fully Paid,2026-05-09 22:00:00
REQ-00918,15900,36 months,11.41,512.38,B,5 years,MORTGAGE,56719.0,Source Verified,medical,30.58,0,718,58.4,Fully Paid,2026-03-23 10:00:00
REQ-00919,40000,36 months,9.69,1220.32,A,2 years,MORTGAGE,119156.0,Not Verified,debt_consolidation,18.38,1,765,56.37,Fully Paid,2026-04-24 07:00:00
REQ-00920,14600,60 months,18.19,333.62,D,4 years,MORTGAGE,34754.0,Verified,other,20.22,0,709,83.27,Fully Paid,2026-05-17 13:00:00
REQ-00921,14500,36 months,10.3,449.71,A,1 year,RENT,41912.0,Not Verified,car,10.87,1,755,92.9,Fully Paid,2026-04-17 07:00:00
REQ-00922,6600,60 months,8.24,126.8,A,4 years,MORTGAGE,47838.0,Not Verified,debt_consolidation,20.19,1,749,52.63,Fully Paid,2026-04-09 08:00:00
REQ-00923,12500,36 months,15.86,435.52,D,10+ years,OWN,42104.0,Verified,small_business,8.31,2,682,62.07,Fully Paid,2026-03-11 22:00:00
REQ-00924,17400,36 months,7.74,535.2,A,8 years,MORTGAGE,123338.0,Not Verified,credit_card,26.97,2,739,72.23,Fully Paid,2026-03-20 11:00:00
REQ-00925,11300,36 months,31.95,458.0,F,10+ years,MORTGAGE,49025.0,Verified,car,10.92,0,655,65.63,Charged Off,2026-05-22 00:00:00
REQ-00926,17100,36 months,30.06,698.66,F,,MORTGAGE,81288.0,Source Verified,credit_card,14.69,0,652,31.9,Charged Off,2026-04-16 12:00:00
REQ-00927,23200,60 months,7.77,451.44,A,10+ years,RENT,66844.0,Not Verified,debt_consolidation,18.38,0,742,48.7,Fully Paid,2026-03-24 01:00:00
REQ-00928,10900,60 months,8.92,212.86,B,10+ years,RENT,97825.0,Source Verified,debt_consolidation,14.01,0,772,62.13,Fully Paid,2026-04-10 15:00:00
REQ-00929,9000,36 months,11.36,283.52,B,7 years,RENT,53900.0,Not Verified,debt_consolidation,22.18,1,712,40.2,Fully Paid,2026-04-18 04:00:00
REQ-00930,7300,36 months,10.86,228.28,A,10+ years,RENT,61950.0,Source Verified,debt_consolidation,18.06,1,743,19.6,Fully Paid,2026-04-17 23:00:00
REQ-00931,19200,36 months,15.49,633.05,B,1 year,MORTGAGE,74500.0,Verified,debt_consolidation,19.51,0,733,67.83,Fully Paid,2026-04-27 12:00:00
REQ-00932,26300,36 months,13.37,871.9,C,2 years,MORTGAGE,82031.0,Not Verified,debt_consolidation,15.03,0,700,,Fully Paid,2026-03-27 22:00:00
REQ-00933,9100,36 months,14.31,297.1,C,10+ years,RENT,40829.0,Not Verified,debt_consolidation,20.26,1,693,78.57,Fully Paid,2026-04-25 02:00:00
REQ-00934,6100,36 months,23.02,228.32,E,1 year,RENT,35027.0,Not Verified,credit_card,24.9,0,673,26.13,Charged Off,2026-04-07 06:00:00
REQ-00935,9700,36 months,21.14,339.3,D,3 years,OTHER,49642.0,Source Verified,debt_consolidation,17.34,0,697,68.73,Fully Paid,2026-05-23 22:00:00
REQ-00936,15300,60 months,11.85,335.34,C,< 1 year,MORTGAGE,53952.0,Not Verified,debt_consolidation,15.16,0,707,20.37,Fully Paid,2026-03-12 16:00:00
REQ-00937,10000,36 months,14.03,339.5,C,10+ years,RENT,84404.0,Source Verified,major_purchase,21.32,0,694,50.27,Fully Paid,2026-03-12 07:00:00
REQ-00938,15100,36 months,9.7,467.63,A,10+ years,MORTGAGE,90658.0,Verified,other,8.57,0,729,33.83,Fully Paid,2026-04-11 01:00:00
REQ-00939,6600,60 months,9.37,128.74,B,1 year,OWN,109550.0,Verified,debt_consolidation,46.28,0,746,79.4,Charged Off,2026-04-16 13:00:00
REQ-00940,8200,36 months,14.04,264.74,C,10+ years,OWN,107917.0,Verified,credit_card,10.41,0,702,53.83,Fully Paid,2026-04-30 19:00:00
REQ-00941,13500,36 months,17.55,471.63,D,7 years,RENT,67192.0,Not Verified,debt_consolidation,8.86,0,695,58.17,Fully Paid,2026-04-01 04:00:00
REQ-00942,20400,36 months,11.82,628.22,B,10+ years,MORTGAGE,136483.0,Source Verified,major_purchase,9.04,0,745,85.97,Fully Paid,2026-05-17 11:00:00
REQ-00943,5400,36 months,21.8,198.76,D,8 years,RENT,58050.0,Not Verified,small_business,19.09,0,697,47.63,Fully Paid,2026-04-12 18:00:00
REQ-00944,16200,36 months,7.61,501.02,A,10+ years,MORTGAGE,55421.0,Not Verified,debt_consolidation,9.54,1,759,43.77,Fully Paid,2026-03-09 21:00:00
REQ-00945,6900,36 months,18.17,248.31,D,1 year,RENT,88810.0,Not Verified,debt_consolidation,17.24,0,681,36.27,Charged Off,2026-03-14 03:00:00
REQ-00946,10400,60 months,20.55,247.69,E,10+ years,MORTGAGE,17575.0,Not Verified,debt_consolidation,15.94,0,684,84.33,Fully Paid,2026-05-18 03:00:00
REQ-00947,27500,60 months,12.16,607.01,B,10+ years,RENT,89888.0,Source Verified,credit_card,7.44,0,736,47.87,Fully Paid,2026-03-11 13:00:00
REQ-00948,11700,36 months,18.7,395.35,C,,RENT,43629.0,Not Verified,debt_consolidation,17.51,1,710,39.03,Fully Paid,2026-05-24 18:00:00
REQ-00949,11400,36 months,10.72,363.69,B,10+ years,RENT,328219.0,Not Verified,car,15.78,1,724,62.1,Fully Paid,2026-03-24 05:00:00
REQ-00950,7200,36 months,13.16,241.42,D,5 years,MORTGAGE,81956.0,Verified,debt_consolidation,23.5,0,693,85.07,Charged Off,2026-03-11 15:00:00
REQ-00951,8800,36 months,17.29,308.47,D,7 years,MORTGAGE,53156.0,Not Verified,small_business,16.77,1,688,39.8,Fully Paid,2026-03-24 12:00:00
REQ-00952,17900,36 months,15.84,597.45,C,6 years,MORTGAGE,49712.0,Not Verified,debt_consolidation,18.79,0,712,48.97,Fully Paid,2026-04-25 02:00:00
REQ-00953,14100,36 months,16.23,480.06,C,10+ years,MORTGAGE,68621.0,Source Verified,debt_consolidation,32.51,0,694,62.53,Fully Paid,2026-04-09 05:00:00
REQ-00954,7700,36 months,14.7,249.18,C,7 years,MORTGAGE,32988.0,Not Verified,credit_card,40.06,1,717,73.4,Fully Paid,2026-05-08 03:00:00
REQ-00955,18500,36 months,14.77,608.03,B,5 years,RENT,69188.0,Source Verified,debt_consolidation,25.9,0,713,46.57,Fully Paid,2026-04-26 14:00:00
REQ-00956,11500,36 months,16.06,393.38,C,10+ years,RENT,27408.0,Not Verified,credit_card,25.87,0,680,68.77,Fully Paid,2026-04-02 15:00:00
REQ-00957,19000,36 months,15.53,631.34,C,10+ years,RENT,85075.0,Source Verified,debt_consolidation,23.45,0,700,74.07,Charged Off,2026-04-25 03:00:00
REQ-00958,13200,60 months,18.85,302.71,D,6 years,RENT,38233.0,Source Verified,small_business,17.42,0,687,94.53,Charged Off,2026-05-18 16:00:00
REQ-00959,13500,36 months,9.76,421.55,A,< 1 year,RENT,49500.0,Source Verified,car,25.03,0,712,50.07,Fully Paid,2026-03-31 12:00:00
REQ-00960,14000,36 months,14.53,478.69,C,7 years,RENT,47881.0,Verified,credit_card,20.62,0,694,29.77,Fully Paid,2026-03-15 15:00:00
REQ-00961,25700,60 months,11.18,535.74,C,10+ years,MORTGAGE,58483.0,Source Verified,other,16.7,0,703,44.67,Fully Paid,2026-04-05 00:00:00
REQ-00962,24300,36 months,17.53,813.27,C,10+ years,MORTGAGE,79088.0,Not Verified,credit_card,12.56,0,710,77.87,Fully Paid,2026-05-15 14:00:00
REQ-00963,20700,60 months,9.86,428.29,B,2 years,RENT,82992.0,Not Verified,debt_consolidation,6.25,1,715,40.23,Fully Paid,2026-03-18 15:00:00
