loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
25200,36 months,8.39,794.22,B,< 1 year,OTHER,124800,Not Verified,debt_consolidation,29.06,2,707,32.4,Fully Paid
5100,36 months,9.5,163.37,B,10+ years,OWN,118800,Not Verified,debt_consolidation,20.35,0,720,5.9,Fully Paid
11300,60 months,13.97,262.76,D,,RENT,73200,Source Verified,debt_consolidation,18.04,3,686,31.5,Charged Off
5100,36 months,11.25,167.57,C,7 years,RENT,97200,Source Verified,debt_consolidation,27.19,0,715,11.3,Fully Paid
12400,60 months,12.49,278.91,C,10+ years,RENT,144200,Source Verified,credit_card,20.77,1,701,62.3,Charged Off
20300,36 months,15.67,710.38,D,10+ years,RENT,65300,Source Verified,credit_card,29.82,1,669,66.0,Fully Paid
6100,60 months,14.93,144.89,C,4 years,MORTGAGE,67200,Source Verified,debt_consolidation,20.94,0,686,56.7,Charged Off
10800,36 months,21.27,408.39,E,8 years,MORTGAGE,59000,Not Verified,credit_card,10.15,2,657,73.6,Fully Paid
15100,60 months,13.34,346.21,C,10+ years,RENT,65500,Not Verified,debt_consolidation,16.95,1,708,69.8,Fully Paid
13800,36 months,9.17,439.93,B,4 years,MORTGAGE,142400,Source Verified,debt_consolidation,24.08,0,725,33.1,Fully Paid
21700,36 months,14.47,746.62,C,10+ years,MORTGAGE,35800,Not Verified,debt_consolidation,13.34,2,707,27.7,Fully Paid
10500,60 months,7.93,212.55,A,10+ years,MORTGAGE,130700,Not Verified,debt_consolidation,17.16,0,770,64.0,Fully Paid
32600,60 months,13.76,754.49,C,6 years,OWN,152500,Not Verified,other,13.73,1,701,82.3,Fully Paid
7700,60 months,16.06,187.49,D,2 years,MORTGAGE,33900,Not Verified,debt_consolidation,17.96,0,687,57.1,Fully Paid
17300,36 months,13.17,584.32,C,10+ years,MORTGAGE,70000,Source Verified,debt_consolidation,14.89,0,703,16.7,Fully Paid
14400,36 months,12.68,482.98,C,4 years,OWN,46300,Verified,debt_consolidation,9.66,0,703,52.4,Fully Paid
19500,36 months,15.32,679.03,C,2 years,RENT,70100,Not Verified,debt_consolidation,20.22,0,702,67.1,Charged Off
22300,60 months,14.52,524.91,C,10+ years,RENT,42000,Source Verified,other,24.14,0,687,17.1,Fully Paid
16100,36 months,9.89,518.67,B,10+ years,MORTGAGE,32400,Not Verified,debt_consolidation,14.23,0,705,91.0,Fully Paid
16600,36 months,7.62,517.28,A,9 years,RENT,127900,Verified,medical,27.7,0,739,29.2,Charged Off
14000,36 months,22.12,535.54,F,10+ years,MORTGAGE,50700,Verified,debt_consolidation,15.89,1,651,64.8,Charged Off
7000,36 months,6.16,213.46,A,8 years,OWN,90600,Source Verified,debt_consolidation,5.54,0,730,70.1,Fully Paid
7600,36 months,12.86,255.56,C,10+ years,MORTGAGE,153200,Verified,debt_consolidation,9.92,0,716,37.0,Fully Paid
12600,36 months,16.75,447.66,D,9 years,MORTGAGE,57400,Not Verified,credit_card,14.6,1,670,11.5,Fully Paid
34700,36 months,10.59,1129.31,B,10+ years,MORTGAGE,88400,Source Verified,debt_consolidation,12.75,0,708,61.1,Fully Paid
12400,60 months,11.51,272.77,B,10+ years,MORTGAGE,35600,Not Verified,debt_consolidation,13.4,0,706,42.1,Fully Paid
13200,36 months,7.2,408.79,A,10+ years,MORTGAGE,40100,Verified,debt_consolidation,9.69,0,757,47.5,Fully Paid
9300,60 months,16.63,229.28,D,2 years,MORTGAGE,62800,Not Verified,credit_card,25.15,0,665,70.0,Fully Paid
19700,36 months,11.27,647.47,B,10+ years,MORTGAGE,45000,Source Verified,debt_consolidation,16.64,1,714,82.3,Fully Paid
10900,36 months,13.18,368.21,C,< 1 year,MORTGAGE,66700,Verified,debt_consolidation,16.16,0,699,44.0,Fully Paid
31000,36 months,9.49,992.88,B,10+ years,OWN,98600,Verified,credit_card,25.48,0,728,49.8,Fully Paid
40000,36 months,12.15,1331.44,C,3 years,RENT,86900,Not Verified,debt_consolidation,20.06,0,704,47.1,Fully Paid
24200,36 months,5.5,730.74,A,2 years,RENT,34200,Source Verified,debt_consolidation,38.09,0,757,58.1,Fully Paid
7400,60 months,13.86,171.65,C,10+ years,MORTGAGE,84900,Verified,debt_consolidation,14.28,0,710,34.3,Fully Paid
12000,60 months,7.14,238.41,A,,MORTGAGE,44200,Not Verified,small_business,7.7,0,740,36.0,Fully Paid
11900,36 months,11.55,392.7,C,6 years,RENT,46800,Not Verified,debt_consolidation,13.18,0,692,21.3,Fully Paid
12600,60 months,13.66,290.96,C,2 years,RENT,92800,Source Verified,debt_consolidation,14.55,0,721,47.9,Fully Paid
22200,36 months,8.34,699.15,A,10+ years,MORTGAGE,55300,Verified,major_purchase,29.27,0,755,65.3,Fully Paid
6900,36 months,6.0,209.91,A,9 years,MORTGAGE,28800,Verified,debt_consolidation,10.01,1,730,51.1,Fully Paid
8400,60 months,13.23,192.12,C,5 years,RENT,82400,Source Verified,credit_card,38.87,0,688,36.0,Fully Paid
9800,36 months,20.3,365.7,E,10+ years,MORTGAGE,30400,Not Verified,debt_consolidation,21.46,0,680,45.4,Fully Paid
19700,60 months,10.1,419.54,B,< 1 year,RENT,31700,Source Verified,credit_card,12.94,1,722,42.9,Fully Paid
15400,60 months,10.22,328.87,B,10+ years,OTHER,66600,Not Verified,debt_consolidation,19.49,1,694,39.8,Fully Paid
10200,36 months,7.41,316.86,A,3 years,RENT,59100,Not Verified,debt_consolidation,12.7,0,736,42.6,Fully Paid
9600,36 months,16.79,341.26,D,10+ years,MORTGAGE,97700,Source Verified,debt_consolidation,21.67,0,683,65.4,Fully Paid
11400,36 months,12.83,383.18,C,2 years,OWN,58600,Verified,debt_consolidation,21.1,1,714,46.4,Fully Paid
18000,36 months,13.32,609.27,C,3 years,MORTGAGE,29900,Source Verified,debt_consolidation,9.04,0,701,26.0,Fully Paid
12000,36 months,10.99,392.81,B,< 1 year,RENT,42500,Not Verified,debt_consolidation,17.09,1,715,67.5,Fully Paid
10200,60 months,7.39,203.85,A,8 years,MORTGAGE,40200,Source Verified,debt_consolidation,12.98,0,744,72.7,Fully Paid
11000,36 months,19.59,406.51,D,10+ years,RENT,135200,Not Verified,debt_consolidation,4.18,0,679,26.4,Fully Paid
6500,60 months,11.7,143.61,B,10+ years,MORTGAGE,47000,Not Verified,debt_consolidation,12.22,0,684,47.6,Fully Paid
7400,36 months,14.14,253.42,C,4 years,MORTGAGE,48100,Source Verified,debt_consolidation,12.87,0,684,69.7,Fully Paid
19600,36 months,18.23,710.85,D,10+ years,RENT,116100,Not Verified,debt_consolidation,15.89,0,697,85.1,Fully Paid
26500,36 months,6.82,816.06,A,< 1 year,RENT,38800,Not Verified,home_improvement,16.71,0,769,52.3,Fully Paid
33900,36 months,20.14,1262.26,D,3 years,MORTGAGE,96300,Not Verified,debt_consolidation,20.73,0,682,53.1,Fully Paid
9500,36 months,18.4,345.36,D,1 year,MORTGAGE,71900,Verified,debt_consolidation,21.16,1,678,21.7,Fully Paid
11700,36 months,7.18,362.23,A,5 years,RENT,53400,Verified,debt_consolidation,11.23,1,737,51.0,Fully Paid
9500,36 months,8.83,301.35,A,10+ years,MORTGAGE,98800,Verified,small_business,40.53,0,765,69.2,Fully Paid
8100,36 months,6.41,247.93,A,10+ years,MORTGAGE,58600,Verified,debt_consolidation,32.95,0,750,75.8,Fully Paid
18900,60 months,10.7,408.11,B,4 years,MORTGAGE,56800,Verified,credit_card,10.85,1,727,70.8,Fully Paid
13800,36 months,17.1,492.69,D,10+ years,RENT,81300,Verified,other,20.82,0,686,77.0,Fully Paid
17900,36 months,10.74,583.82,B,10+ years,MORTGAGE,93800,Not Verified,debt_consolidation,4.71,0,699,66.8,Fully Paid
8200,36 months,5.1,246.13,A,4 years,MORTGAGE,34200,Verified,debt_consolidation,30.16,0,743,31.6,Fully Paid
20700,60 months,6.55,405.5,A,10+ years,RENT,84000,Not Verified,debt_consolidation,27.32,1,749,27.0,Fully Paid
8600,36 months,10.45,279.32,B,1 year,MORTGAGE,67500,Source Verified,debt_consolidation,16.97,0,715,9.0,Fully Paid
6600,36 months,6.63,202.67,A,< 1 year,RENT,72000,Verified,debt_consolidation,10.47,0,734,46.7,Fully Paid
17800,36 months,30.0,755.64,G,10+ years,OWN,55300,Verified,debt_consolidation,44.08,0,675,32.3,Fully Paid
13800,36 months,6.67,424.02,A,10+ years,MORTGAGE,58400,Verified,debt_consolidation,23.95,0,751,79.9,Fully Paid
8700,36 months,9.92,280.4,B,2 years,RENT,141500,Not Verified,major_purchase,10.31,0,713,10.8,Fully Paid
12500,36 months,15.06,433.68,D,4 years,RENT,73400,Verified,debt_consolidation,20.81,0,691,83.5,Fully Paid
11200,36 months,11.25,368.0,B,4 years,MORTGAGE,66800,Not Verified,debt_consolidation,16.68,1,722,35.4,Fully Paid
24100,60 months,6.55,472.11,A,2 years,MORTGAGE,51800,Not Verified,debt_consolidation,20.22,0,757,56.8,Fully Paid
9000,60 months,10.13,191.8,B,2 years,MORTGAGE,72200,Source Verified,debt_consolidation,17.22,0,722,38.8,Fully Paid
4400,36 months,11.25,144.57,B,10+ years,RENT,231600,Source Verified,credit_card,19.43,0,703,82.3,Fully Paid
5200,36 months,9.48,166.52,B,2 years,OWN,87000,Not Verified,home_improvement,13.4,0,722,55.8,Fully Paid
14000,60 months,14.05,326.12,C,10+ years,MORTGAGE,48200,Source Verified,debt_consolidation,11.56,0,704,62.4,Fully Paid
10700,60 months,13.96,248.75,C,10+ years,MORTGAGE,42600,Verified,major_purchase,11.18,1,688,51.8,Fully Paid
15800,36 months,15.85,554.31,D,10+ years,MORTGAGE,100300,Not Verified,debt_consolidation,34.73,0,670,27.5,Fully Paid
25700,36 months,10.99,841.26,B,10+ years,MORTGAGE,39400,Verified,debt_consolidation,12.67,0,707,84.1,Fully Paid
40000,36 months,6.95,1234.17,A,9 years,MORTGAGE,26800,Not Verified,debt_consolidation,6.79,0,748,47.3,Fully Paid
17300,36 months,13.04,583.24,C,10+ years,MORTGAGE,86300,Source Verified,debt_consolidation,5.24,0,685,24.3,Fully Paid
20200,36 months,9.57,647.73,B,10+ years,RENT,33100,Source Verified,debt_consolidation,15.38,0,732,64.9,Fully Paid
12200,36 months,7.26,378.15,A,4 years,RENT,117400,Verified,debt_consolidation,12.4,0,719,22.3,Fully Paid
38600,36 months,13.31,1306.36,C,2 years,OWN,30900,Not Verified,credit_card,13.28,0,688,64.4,Fully Paid
3400,60 months,13.69,78.57,C,10+ years,RENT,41600,Not Verified,credit_card,12.35,0,703,57.1,Fully Paid
13600,60 months,13.13,310.35,C,10+ years,MORTGAGE,72500,Not Verified,debt_consolidation,24.4,1,705,18.9,Fully Paid
7100,36 months,19.29,261.3,D,8 years,RENT,123700,Verified,car,6.65,0,700,22.1,Fully Paid
24400,36 months,11.05,799.4,B,1 year,MORTGAGE,65000,Source Verified,car,20.69,0,697,50.6,Fully Paid
10000,60 months,15.8,242.12,D,3 years,MORTGAGE,27700,Not Verified,home_improvement,8.39,0,710,45.5,Fully Paid
20400,36 months,14.1,698.21,C,3 years,MORTGAGE,120300,Not Verified,debt_consolidation,12.15,0,704,21.3,Fully Paid
11700,36 months,11.81,387.55,B,7 years,RENT,69000,Source Verified,debt_consolidation,13.54,1,728,45.6,Fully Paid
6200,36 months,10.47,201.43,B,10+ years,OWN,61100,Verified,debt_consolidation,13.71,0,721,70.7,Fully Paid
9200,36 months,14.67,317.44,C,5 years,RENT,121700,Not Verified,debt_consolidation,14.69,0,703,23.6,Fully Paid
18100,60 months,14.5,425.86,C,7 years,MORTGAGE,49600,Source Verified,debt_consolidation,11.12,0,704,48.0,Fully Paid
9700,36 months,11.09,317.98,B,,OTHER,40800,Source Verified,credit_card,6.95,0,703,53.2,Fully Paid
13600,36 months,18.05,492.01,D,10+ years,MORTGAGE,54100,Source Verified,debt_consolidation,13.99,0,690,46.9,Charged Off
29500,60 months,10.84,639.05,B,1 year,MORTGAGE,23200,Verified,small_business,6.68,0,732,61.7,Fully Paid
12800,60 months,6.84,252.49,A,4 years,OWN,101300,Not Verified,debt_consolidation,29.67,1,732,31.1,Charged Off
14400,60 months,20.34,384.24,F,10+ years,RENT,75000,Source Verified,other,18.7,0,651,73.1,Fully Paid
32500,36 months,15.17,1129.33,D,10+ years,RENT,98600,Source Verified,credit_card,20.5,0,673,50.3,Charged Off
7000,60 months,13.02,159.34,B,4 years,OTHER,56600,Not Verified,credit_card,14.09,1,717,69.0,Fully Paid
10400,36 months,5.04,311.88,A,5 years,RENT,30900,Verified,debt_consolidation,18.62,0,759,35.2,Fully Paid
4500,36 months,9.28,143.69,B,8 years,RENT,57900,Not Verified,home_improvement,13.8,0,729,52.8,Fully Paid
8800,60 months,13.96,204.58,D,10+ years,RENT,79800,Not Verified,credit_card,18.09,1,677,35.1,Fully Paid
7800,36 months,14.19,267.31,C,7 years,MORTGAGE,77500,Verified,debt_consolidation,24.8,1,700,42.6,Charged Off
24900,36 months,14.94,862.44,C,10+ years,MORTGAGE,42200,Not Verified,debt_consolidation,17.42,0,691,47.9,Charged Off
10800,60 months,12.32,241.99,C,< 1 year,MORTGAGE,52100,Not Verified,debt_consolidation,17.92,0,670,79.3,Charged Off
5900,60 months,7.35,117.8,A,3 years,MORTGAGE,79300,Source Verified,credit_card,13.8,0,736,80.8,Fully Paid
22200,36 months,10.95,726.27,B,10+ years,RENT,71300,Verified,debt_consolidation,10.47,0,694,8.1,Fully Paid
13100,60 months,11.31,286.86,B,4 years,MORTGAGE,28400,Verified,debt_consolidation,18.5,0,705,59.1,Fully Paid
40000,36 months,13.46,1356.64,C,3 years,RENT,28600,Source Verified,car,36.27,0,678,62.8,Fully Paid
14600,36 months,11.63,482.35,B,1 year,MORTGAGE,41300,Source Verified,car,11.59,0,715,75.8,Fully Paid
17600,36 months,16.88,626.44,D,10+ years,RENT,172300,Source Verified,debt_consolidation,18.38,0,673,63.4,Fully Paid
17600,36 months,20.04,654.44,D,4 years,RENT,88500,Source Verified,debt_consolidation,20.16,1,671,71.4,Charged Off
3900,36 months,10.2,126.21,B,< 1 year,RENT,32700,Not Verified,credit_card,28.74,1,710,57.1,Fully Paid
21500,36 months,9.24,686.1,B,< 1 year,MORTGAGE,84500,Verified,other,17.09,0,722,32.2,Fully Paid
9100,36 months,10.43,295.47,B,< 1 year,RENT,71200,Not Verified,medical,30.52,0,715,15.1,Fully Paid
13700,36 months,18.28,497.21,D,7 years,MORTGAGE,32800,Not Verified,debt_consolidation,33.89,0,694,47.2,Fully Paid
10500,60 months,12.25,234.9,C,10+ years,OWN,143000,Source Verified,major_purchase,20.26,2,695,67.6,Charged Off
4200,36 months,8.52,132.62,A,< 1 year,RENT,178200,Source Verified,credit_card,15.37,0,740,30.5,Fully Paid
12800,36 months,10.15,413.92,B,10+ years,MORTGAGE,46400,Source Verified,debt_consolidation,23.91,0,703,84.7,Fully Paid
15700,36 months,7.03,484.99,A,10+ years,MORTGAGE,102400,Source Verified,debt_consolidation,25.54,0,741,42.1,Fully Paid
18500,36 months,7.37,574.36,A,< 1 year,RENT,31500,Verified,debt_consolidation,8.4,0,752,16.7,Fully Paid
18400,36 months,7.35,571.09,A,10+ years,OWN,25200,Source Verified,credit_card,23.36,0,739,60.0,Fully Paid
3500,36 months,5.69,105.99,A,5 years,OWN,44400,Not Verified,home_improvement,4.36,0,757,8.6,Fully Paid
21700,36 months,18.99,795.33,E,10+ years,RENT,99100,Not Verified,debt_consolidation,26.68,1,656,54.9,Charged Off
12900,36 months,15.18,448.32,C,,RENT,120800,Source Verified,credit_card,17.94,1,683,44.4,Fully Paid
5100,36 months,10.17,164.97,B,2 years,MORTGAGE,61700,Not Verified,credit_card,8.92,1,724,32.6,Fully Paid
30700,36 months,9.95,989.88,B,7 years,MORTGAGE,27200,Source Verified,credit_card,32.08,0,711,25.4,Fully Paid
21300,36 months,12.76,715.22,C,3 years,RENT,177200,Source Verified,debt_consolidation,16.66,0,695,77.3,Fully Paid
12100,60 months,11.45,265.81,B,10+ years,RENT,89600,Not Verified,debt_consolidation,16.74,0,707,32.2,Fully Paid
13000,36 months,6.95,401.11,A,10+ years,RENT,61300,Verified,car,9.8,0,745,29.2,Fully Paid
9400,36 months,12.71,315.41,C,9 years,RENT,81800,Not Verified,credit_card,32.55,0,704,81.1,Fully Paid
18500,36 months,20.63,693.48,D,< 1 year,MORTGAGE,105000,Source Verified,car,27.01,0,676,69.7,Fully Paid
9300,36 months,24.44,367.02,F,10+ years,MORTGAGE,125700,Verified,debt_consolidation,19.38,0,640,4.3,Fully Paid
15500,60 months,7.78,312.65,A,5 years,MORTGAGE,62800,Not Verified,debt_consolidation,41.81,0,729,33.9,Fully Paid
15300,36 months,18.81,559.37,E,3 years,MORTGAGE,53500,Verified,debt_consolidation,11.21,0,654,34.4,Charged Off
9100,36 months,11.28,299.13,C,6 years,RENT,101100,Source Verified,credit_card,33.19,0,716,77.6,Charged Off
17700,36 months,14.0,604.94,C,10+ years,MORTGAGE,44200,Verified,credit_card,6.36,0,698,71.8,Charged Off
10500,36 months,17.01,374.41,D,5 years,OWN,55800,Verified,debt_consolidation,8.47,1,697,52.8,Fully Paid
14400,60 months,11.31,315.32,B,3 years,MORTGAGE,70900,Not Verified,other,14.54,3,694,20.5,Fully Paid
6500,60 months,13.85,150.74,C,8 years,RENT,86700,Source Verified,debt_consolidation,15.55,1,686,89.9,Fully Paid
6700,36 months,10.55,217.92,B,10+ years,MORTGAGE,36500,Source Verified,debt_consolidation,11.59,0,724,19.4,Fully Paid
40000,36 months,14.64,1379.57,D,10+ years,MORTGAGE,113900,Not Verified,debt_consolidation,25.01,0,688,44.4,Charged Off
19600,36 months,13.54,665.51,C,4 years,RENT,81600,Not Verified,debt_consolidation,16.86,0,709,64.8,Fully Paid
20100,36 months,5.62,608.03,A,7 years,RENT,58900,Not Verified,car,7.78,0,735,79.0,Fully Paid
9600,36 months,6.2,292.92,A,,RENT,150700,Not Verified,debt_consolidation,21.65,0,763,22.7,Fully Paid
11800,36 months,7.31,366.02,A,9 years,MORTGAGE,48700,Not Verified,credit_card,28.48,0,764,69.6,Fully Paid
4900,60 months,15.07,116.75,D,10+ years,MORTGAGE,117500,Not Verified,major_purchase,16.46,0,662,77.0,Fully Paid
8700,36 months,15.26,302.7,C,9 years,MORTGAGE,54400,Source Verified,debt_consolidation,13.89,0,702,27.0,Fully Paid
19900,36 months,11.11,652.54,B,10+ years,MORTGAGE,48300,Not Verified,debt_consolidation,23.38,1,715,31.9,Fully Paid
24700,36 months,30.0,1048.55,G,5 years,RENT,48900,Verified,debt_consolidation,20.83,0,648,84.9,Charged Off
5900,36 months,9.67,189.46,B,10+ years,MORTGAGE,55000,Not Verified,debt_consolidation,16.62,1,694,42.6,Fully Paid
14600,36 months,17.28,522.57,D,5 years,MORTGAGE,97100,Source Verified,car,19.73,1,679,29.6,Fully Paid
20000,36 months,20.4,747.35,E,< 1 year,MORTGAGE,92300,Verified,small_business,4.06,2,689,52.4,Fully Paid
9900,36 months,11.89,328.3,C,3 years,OWN,165700,Not Verified,debt_consolidation,35.65,0,676,62.6,Charged Off
37800,36 months,15.58,1321.11,C,10+ years,RENT,86300,Not Verified,major_purchase,12.55,0,682,43.2,Fully Paid
12800,36 months,12.75,429.74,C,5 years,RENT,30600,Verified,debt_consolidation,13.89,0,716,68.6,Fully Paid
25800,60 months,17.23,644.39,D,2 years,MORTGAGE,215200,Not Verified,debt_consolidation,34.72,0,677,40.4,Charged Off
3900,36 months,13.67,132.67,C,9 years,RENT,51100,Not Verified,major_purchase,17.88,1,716,,Fully Paid
15500,60 months,15.42,372.17,D,3 years,RENT,17200,Not Verified,other,21.58,1,689,72.9,Charged Off
16700,60 months,6.29,325.11,A,2 years,RENT,105800,Not Verified,credit_card,16.93,0,736,38.3,Fully Paid
38000,60 months,10.08,808.88,B,10+ years,OWN,93200,Not Verified,home_improvement,5.65,0,710,69.6,Charged Off
11700,36 months,10.74,381.6,B,5 years,MORTGAGE,26300,Not Verified,major_purchase,3.73,0,731,47.5,Fully Paid
8300,36 months,9.76,266.88,B,,OTHER,76000,Verified,credit_card,13.91,0,720,50.8,Fully Paid
9400,36 months,22.26,360.26,E,10+ years,RENT,55200,Verified,debt_consolidation,23.51,0,663,13.0,Fully Paid
25700,60 months,9.18,535.74,B,10+ years,MORTGAGE,63800,Source Verified,other,16.7,0,703,38.0,Fully Paid
6900,36 months,8.52,217.88,A,,MORTGAGE,31300,Source Verified,debt_consolidation,5.01,0,741,57.8,Fully Paid
11500,36 months,17.93,415.35,D,10+ years,OWN,57600,Source Verified,credit_card,18.05,1,645,50.1,Fully Paid
7200,36 months,13.49,244.3,C,2 years,RENT,102400,Not Verified,debt_consolidation,14.08,0,708,61.5,Fully Paid
12100,36 months,10.9,395.57,B,2 years,OWN,60600,Verified,debt_consolidation,16.73,1,726,53.1,Fully Paid
3300,36 months,12.49,110.38,C,1 year,MORTGAGE,107400,Not Verified,debt_consolidation,26.05,0,686,62.1,Fully Paid
16500,60 months,17.74,416.66,D,9 years,RENT,56600,Source Verified,debt_consolidation,16.63,0,696,71.0,Fully Paid
10600,36 months,11.38,348.94,B,10+ years,RENT,112500,Verified,debt_consolidation,28.85,1,721,44.3,Fully Paid
9600,60 months,15.26,229.7,D,6 years,RENT,71700,Verified,debt_consolidation,13.11,0,681,44.2,Fully Paid
24300,36 months,8.14,763.04,B,4 years,MORTGAGE,80600,Not Verified,debt_consolidation,15.03,0,733,61.8,Fully Paid
10100,36 months,12.9,339.82,C,2 years,RENT,53400,Source Verified,debt_consolidation,13.36,1,699,49.8,Fully Paid
6400,36 months,17.42,229.52,D,4 years,MORTGAGE,50200,Verified,debt_consolidation,7.28,1,675,76.9,Fully Paid
6100,36 months,17.1,217.79,D,1 year,MORTGAGE,33400,Not Verified,debt_consolidation,7.98,0,683,57.0,Fully Paid
8200,60 months,14.35,192.29,C,7 years,MORTGAGE,289700,Source Verified,debt_consolidation,15.29,0,709,32.2,Fully Paid
40000,60 months,12.26,895.04,C,10+ years,MORTGAGE,64600,Not Verified,debt_consolidation,7.4,0,714,44.7,Fully Paid
11000,36 months,8.61,347.8,A,9 years,RENT,50500,Verified,debt_consolidation,18.36,2,744,65.5,Fully Paid
9200,36 months,16.55,325.95,D,6 years,OWN,39900,Verified,debt_consolidation,17.86,0,670,18.3,Fully Paid
13700,60 months,13.55,315.59,C,1 year,MORTGAGE,56400,Verified,small_business,10.32,0,715,17.3,Fully Paid
20800,36 months,15.62,727.37,D,9 years,MORTGAGE,49800,Source Verified,debt_consolidation,36.83,0,671,76.8,Charged Off
24300,36 months,15.2,844.75,C,1 year,RENT,23700,Verified,debt_consolidation,14.68,1,713,54.0,Fully Paid
7100,36 months,12.92,238.95,B,8 years,MORTGAGE,95600,Verified,debt_consolidation,12.55,0,708,46.0,Fully Paid
23300,36 months,10.52,757.53,B,9 years,MORTGAGE,63900,Not Verified,credit_card,10.18,0,700,51.8,Fully Paid
12500,36 months,16.34,441.56,D,10+ years,MORTGAGE,30700,Not Verified,credit_card,9.55,0,675,65.2,Fully Paid
4100,36 months,9.59,131.51,B,7 years,RENT,50400,Verified,debt_consolidation,16.71,1,726,43.1,Fully Paid
11500,36 months,13.95,392.76,C,10+ years,OWN,68600,Not Verified,debt_consolidation,17.2,0,678,57.3,Fully Paid
7700,60 months,13.89,178.73,D,7 years,RENT,60900,Verified,debt_consolidation,11.35,0,686,39.7,Charged Off
13200,60 months,5.49,252.07,A,10+ years,RENT,45200,Verified,debt_consolidation,26.5,0,725,52.1,Fully Paid
5300,60 months,17.01,131.75,D,1 year,RENT,46900,Not Verified,debt_consolidation,30.52,0,693,27.4,Charged Off
5000,36 months,17.67,179.94,D,10+ years,MORTGAGE,55600,Verified,debt_consolidation,14.09,0,683,49.6,Fully Paid
13700,36 months,6.91,422.45,A,1 year,OWN,100900,Not Verified,credit_card,46.35,0,758,46.7,Fully Paid
7700,36 months,10.24,249.33,B,9 years,RENT,62400,Not Verified,small_business,31.65,1,731,51.7,Charged Off
36200,60 months,10.14,771.64,B,2 years,MORTGAGE,81000,Not Verified,debt_consolidation,9.81,0,718,39.2,Fully Paid
17800,36 months,9.64,571.35,B,10+ years,MORTGAGE,49000,Verified,credit_card,13.9,0,711,68.5,Charged Off
8400,36 months,7.8,262.45,A,5 years,MORTGAGE,70000,Verified,home_improvement,9.25,0,749,41.2,Fully Paid
5500,36 months,19.78,203.78,E,10+ years,MORTGAGE,66100,Not Verified,credit_card,27.7,1,666,41.6,Charged Off
3600,36 months,11.96,119.5,C,7 years,RENT,51200,Not Verified,debt_consolidation,10.63,0,706,48.0,Fully Paid
11000,36 months,10.93,359.76,B,10+ years,MORTGAGE,71500,Verified,credit_card,24.67,2,693,13.3,Fully Paid
12000,60 months,12.9,272.42,C,1 year,RENT,44200,Not Verified,debt_consolidation,18.54,1,696,27.8,Fully Paid
13300,60 months,15.5,319.91,C,,MORTGAGE,22700,Not Verified,debt_consolidation,28.69,0,700,,Charged Off
12400,60 months,12.2,277.09,B,10+ years,RENT,38300,Verified,credit_card,5.3,1,724,55.6,Fully Paid
9300,36 months,7.36,288.69,A,1 year,OWN,93100,Not Verified,debt_consolidation,10.98,0,751,50.2,Fully Paid
5100,36 months,13.45,172.95,C,1 year,MORTGAGE,93100,Not Verified,credit_card,37.55,0,703,5.9,Charged Off
11000,60 months,13.92,255.49,C,7 years,MORTGAGE,76900,Source Verified,major_purchase,25.36,1,699,61.0,Fully Paid
14100,36 months,15.93,495.23,D,10+ years,OTHER,96000,Source Verified,debt_consolidation,11.38,1,701,32.4,Fully Paid
5100,60 months,9.39,106.84,B,4 years,RENT,21200,Source Verified,car,12.45,0,722,27.8,Fully Paid
8000,36 months,12.24,266.63,C,4 years,MORTGAGE,22300,Not Verified,small_business,10.38,0,687,64.0,Charged Off
4700,36 months,11.85,155.77,C,4 years,RENT,25100,Source Verified,other,35.8,0,706,63.1,Fully Paid
5200,36 months,17.56,186.85,D,10+ years,MORTGAGE,82700,Not Verified,credit_card,33.63,0,686,43.4,Charged Off
14400,36 months,19.97,534.94,E,5 years,MORTGAGE,105500,Not Verified,debt_consolidation,10.57,0,663,49.7,Fully Paid
7400,60 months,16.17,180.62,D,5 years,RENT,26600,Source Verified,debt_consolidation,7.49,1,707,55.1,Fully Paid
10700,36 months,27.59,440.22,G,10+ years,OWN,146200,Not Verified,credit_card,14.66,0,654,32.0,Fully Paid
10100,36 months,8.9,320.71,B,< 1 year,MORTGAGE,58800,Verified,debt_consolidation,21.39,0,712,73.3,Fully Paid
16600,36 months,14.77,573.58,C,1 year,MORTGAGE,147500,Source Verified,credit_card,14.68,0,708,31.1,Fully Paid
16600,36 months,12.75,557.32,C,10+ years,RENT,37900,Source Verified,credit_card,19.67,0,692,63.5,Fully Paid
11100,60 months,16.71,274.14,D,2 years,OWN,179100,Source Verified,debt_consolidation,19.66,1,692,71.2,Fully Paid
12800,36 months,9.33,409.01,B,9 years,RENT,152200,Verified,medical,22.58,0,717,22.0,Fully Paid
34200,36 months,17.54,1228.53,D,3 years,MORTGAGE,104500,Source Verified,debt_consolidation,8.06,1,683,20.2,Fully Paid
13300,36 months,14.66,458.84,C,10+ years,MORTGAGE,66600,Source Verified,debt_consolidation,10.76,0,724,82.0,Fully Paid
7200,36 months,15.51,251.39,D,10+ years,OWN,81700,Source Verified,debt_consolidation,19.86,0,675,65.5,Charged Off
22600,36 months,17.3,809.13,D,< 1 year,RENT,69300,Verified,other,27.25,0,702,57.1,Fully Paid
20800,36 months,17.23,743.96,E,1 year,MORTGAGE,318500,Source Verified,home_improvement,20.79,0,675,66.0,Charged Off
